PAIS_ORIGEM;TITULO_ORIGINAL;ROE
ESTADOS UNIDOS;JACKASS - THE MOVIE;E1300000100000
ESTADOS UNIDOS;JACKASS 2;E1800052400000
ESTADOS UNIDOS;JACKASS 2.5;E1300000100000
ESTADOS UNIDOS;JACKASS 2.5;E2000011700000
ESTADOS UNIDOS;JACKASS 3;E1300000100000
ESTADOS UNIDOS;JACKASS 3.5;E1300000100000
ESTADOS UNIDOS;JACKASS 3.5;E1700623500000
ESTADOS UNIDOS;JACKASS 3D;E1600592200000
ESTADOS UNIDOS;JACKASS FOREVER;E2200221600000
ESTADOS UNIDOS;JACKASS NUMBER TWO;E1300000100000
ESTADOS UNIDOS;JACKASS PRESENTS BAD GRANDPA;E1402579700000
ESTADOS UNIDOS;JACKASS PRESENTS: BAD GRANDPA;E1300000100000
ESTADOS UNIDOS;JACKASS PRESENTS: BAD GRANDPA .5;E1300000100000
ESTADOS UNIDOS;JACKASS PRESENTS: BAD GRANDPA .5;E1402668000000
ESTADOS UNIDOS;JACKASS THE MOVIE;E1300000100000
ESTADOS UNIDOS;JACKASS VOL. 1;E1300000100000
ESTADOS UNIDOS;JACKASS VOL. 2;E1300000100000
ESTADOS UNIDOS;JACKASS VOL. 3;E1300000100000
ESTADOS UNIDOS;JACKASS, WHERE THEY ARE NOW;E1300000100000
ESTADOS UNIDOS;JACKASS: THE MOVIE;E1300000100000
ESTADOS UNIDOS;JACKASS: THE MOVIE;E1500298100000
ESTADOS UNIDOS;JACKIE;E1600784200000
ESTADOS UNIDOS;JACKIE & RYAN;E1600519000000
ESTADOS UNIDOS;JACKIE BOUVIER KENNEDY ONASSIS;E1300000100000
ESTADOS UNIDOS;JACKIE BROWN;E1300000100000
ESTADOS UNIDOS;JACKIE BROWN;E1500454200000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES (SEASON I);E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES (SEASON II);E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES (SEASON III);E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES (SEASON IV) - caps. 401 ao 413;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES (SEASON V);E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES - SEASON 01;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES - SEASON 03;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES - THE SEARCH OF THE TALISMANS;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES 2 ¿ THE DARK HAND RETURNS;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES SEASON III;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES SEASON IV;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES VOL 2 - THE DARK HAND RETURNS;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES ¿ THE SEARCH OF THE TALISMANS;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES: SEASON 01;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN ADVENTURES: SEASON 05;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN´S FIRST STRIKE;E1300000100000
ESTADOS UNIDOS;JACKIE CHAN´S FIRST STRIKE;E2400057500000
ESTADOS UNIDOS;JACKIE AND RYAN;E2400018700000
ESTADOS UNIDOS;JACKNIFE;E1300000100000
ESTADOS UNIDOS;JACKPOT!;E2500484400000
ESTADOS UNIDOS;JACKPOT, THE;E1300000100000
ESTADOS UNIDOS;JACKSON 5 - I WANT YOU BACK (REMIX), THE, THE;E1700389000000
ESTADOS UNIDOS;JACKSON'S RUN;E1500112100000
ESTADOS UNIDOS;JACO PASTORIUS - MONTREAL INT´L JAZZ FESTIVAL 1999;E1300000100000
ESTADOS UNIDOS;JACO PASTORIUS - MONTREAL INT¿L JAZZ FESTIVAL 1999;E1300000100000
ESTADOS UNIDOS;JACOB;E1300000100000
ESTADOS UNIDOS;JACQUES COUSTEAU ODYSSEY;E1300000100000
ESTADOS UNIDOS;JACQUES COUSTEAU: RIVER EXPLORATIONS;E1300000100000
ESTADOS UNIDOS;JADE;E1300000100000
ESTADOS UNIDOS;JADE - ANGEL OF MY DREAMS;E2400358400000
ESTADOS UNIDOS;JADE - FANTASY;E2400504300000
ESTADOS UNIDOS;JADE - IT GIRL;E2500045900000
ESTADOS UNIDOS;JADE BARALDO - DESAPAIXONAR;E2200231500000
ESTADOS UNIDOS;JADE BARALDO - INSEGURANÇA;E2200436200000
ESTADOS UNIDOS;JADE BARALDO - SEI LÁ;E2300079500000
ESTADOS UNIDOS;JADE BARALDO – NÃO AMA NADA;E2100441200000
ESTADOS UNIDOS;JADEN - CABIN FEVER;E2000446800000
ESTADOS UNIDOS;JADEN - PHOTOGRAPH;E2100173100000
ESTADOS UNIDOS;JADEN SMITH - ICON;E1800575900000
ESTADOS UNIDOS;JADEN SMITH FEAT. NICKY JAM - ICON (REMIX);E1800576000000
ESTADOS UNIDOS;JAG - ANO VII;E1300000100000
ESTADOS UNIDOS;JAG IX;E1300000100000
ESTADOS UNIDOS;JAG SEASON 1;E1300000100000
ESTADOS UNIDOS;JAG VIII;E1300000100000
ESTADOS UNIDOS;JAG VIII (2 EPS.);E1300000100000
ESTADOS UNIDOS;JAG X;E1300000100000
ESTADOS UNIDOS;JAGGED EDGE;E1300000100000
ESTADOS UNIDOS;JAGO: A LIFE UNDERWATER;E1500861400000
ESTADOS UNIDOS;JAGUAR LOVE;E1300000100000
ESTADOS UNIDOS;JAGUARLAND;E1900395400000
ESTADOS UNIDOS;JAH CURE - LIFE WE LIVE;E1500223200000
ESTADOS UNIDOS;JAH9 - HEAVEN (READY FI DI FEELING);E1900141700000
ESTADOS UNIDOS;JAH9 - PROSPER;E1700224400000
ESTADOS UNIDOS;JAH9 FT. CHRONIXX - HARDCORE REMIX;E1800047500000
ESTADOS UNIDOS;JAH9 FT. CHRONIXX - NOTE TO SELF (OKAY);E2000087400000
ESTADOS UNIDOS;JAHVILLANI FEAT. KRANIUM - DIRT TO BENTLEY;E2100379500000
ESTADOS UNIDOS;JAILBIRD SLUTS;E1300000100000
ESTADOS UNIDOS;JAILBREAKERS;E1300000100000
ESTADOS UNIDOS;JAILHOUSE HOUSE;E1300000100000
ESTADOS UNIDOS;JAIN - DYNABEAT;E1700519200000
ESTADOS UNIDOS;JAKE AND THE NEVER LAND PIRATES: JAKE SAVES BUCKY;E1300000100000
ESTADOS UNIDOS;JAKE AND THE NEVER LAND PIRATES: JAKE VS. HOOK;E1300000100000
ESTADOS UNIDOS;JAKE AND THE NEVER LAND PIRATES: JAKE'S NEVER LAND RESCUE;E1300000100000
ESTADOS UNIDOS;JAKE AND THE NEVERLAND PIRATES;E1300000100000
ESTADOS UNIDOS;JAKE AND THE NEVERLAND PIRATES: BATTLE FOR THE BOOK;E1402814200000
ESTADOS UNIDOS;JAKE AND THE NEVERLAND PIRATES: PETER PAN RETURNS!;E1300000100000
ESTADOS UNIDOS;JAKE BUGG - BROKEN;E1402531400000
ESTADOS UNIDOS;JAKE BUGG - GIMME THE LOVE;E1600242300000
ESTADOS UNIDOS;JAKE BUGG - LIGHTENING BOLT;E1402531500000
ESTADOS UNIDOS;JAKE BUGG - SEEN IT ALL;E1402531600000
ESTADOS UNIDOS;JAKE BUGG - SLUMVILLE SUNRISE;E1300000100000
ESTADOS UNIDOS;JAKE BUGG - TASTE IT;E1402531700000
ESTADOS UNIDOS;JAKE BUGG - TWO FINGERS;E1402531800000
ESTADOS UNIDOS;JAKE BUGG - WHAT DOESN'T KILL YOU;E1402531900000
ESTADOS UNIDOS;JAKE BUGG LIVE AT ROYAL ALBERT HALL;E1500663900000
ESTADOS UNIDOS;JAKE BUGG ¿ SLUMVILLE SUNRISE;E1300000100000
ESTADOS UNIDOS;JAKOB DYLAN;E1300000100000
ESTADOS UNIDOS;JAKOB THE LIAR;E1300000100000
ESTADOS UNIDOS;JAKOB THE LIAR (AKA: JACOB THE LIAR);E1300000100000
ESTADOS UNIDOS;JAKOB'S WIFE;E2100480100000
ESTADOS UNIDOS;JAMES AND THE GIANT PEACH;E1300000100000
ESTADOS UNIDOS;JAMES ARTHUR - FALLING LIKE THE STARS;E1900325800000
ESTADOS UNIDOS;JAMES ARTHUR - MEDICINE;E2100170900000
ESTADOS UNIDOS;JAMES ARTHUR - SEPTEMBER;E2100375000000
ESTADOS UNIDOS;JAMES ARTHUR FEAT. TRAVIS BARKER - YOU;E1900599000000
ESTADOS UNIDOS;JAMES BAY - BEST FAKE SMILE;E1600239000000
ESTADOS UNIDOS;JAMES BAY - HOLD BACK THE RIVER;E1500648200000
ESTADOS UNIDOS;JAMES BAY - LET IT GO;E1500357700000
ESTADOS UNIDOS;JAMES BAY - SCARS;E1600238800000
ESTADOS UNIDOS;JAMES BLAKE - SAY WHAT YOU WILL;E2200034600000
ESTADOS UNIDOS;JAMES BLUNT - ALL THE LOST SOULS;E1300000100000
ESTADOS UNIDOS;JAMES BLUNT - BARTENDER;E1700287300000
ESTADOS UNIDOS;JAMES BLUNT - CHASING TIME: THE BEDLAM SESSIONS;E1300000100000
ESTADOS UNIDOS;JAMES BLUNT - LOVE ME BETTER;E1700201000000
ESTADOS UNIDOS;JAMES BLUNT - SAME MISTAKE;E1300000100000
ESTADOS UNIDOS;JAMES BLUNT - SAME MISTAKE;E2100510700000
ESTADOS UNIDOS;JAMES BLUNT - YOU'RE BEAUTIFUL;E1300000100000
ESTADOS UNIDOS;JAMES BLUNT - YOU'RE BEAUTIFUL;E1900141800000
ESTADOS UNIDOS;JAMES BLUNT ¿ BONFIRE HEART;E1300000100000
ESTADOS UNIDOS;JAMES BLUNT ¿ FACE THE SUN;E1300000100000
ESTADOS UNIDOS;JAMES BLUNT ¿ HEART TO HEART;E1300000100000
ESTADOS UNIDOS;JAMES BROWN & THE JB'S LIVE AT STUDIO 54, NEW YORK;E1300000100000
ESTADOS UNIDOS;JAMES BROWN & THE SOUL G'S LIVE AT CHASTAIN PARK ATLANTA, GEORGIA;E1300000100000
ESTADOS UNIDOS;JAMES BROWN - GET UP (I FEEL LIKE BEING A) SEX MACHINE;E1402318100000
ESTADOS UNIDOS;JAMES CULLUM - ALL AT SEA;E1402572000000
ESTADOS UNIDOS;JAMES CULLUM - DON'T STOP THE MUSIC;E1402572100000
ESTADOS UNIDOS;JAMES CULLUM - EVERLASTING LOVE;E1402572200000
ESTADOS UNIDOS;JAMES CULLUM - EVERTHING YOU DIDN'T DO;E1402572300000
ESTADOS UNIDOS;JAMES CULLUM - MIND TRICK;E1402572400000
ESTADOS UNIDOS;JAMES DEAN - FOREVER YOUNG;E1300000100000
ESTADOS UNIDOS;JAMES DEAN - SENSE MEMORIES;E1300000100000
ESTADOS UNIDOS;JAMES DEAN: OUTSIDE THE LINES;E1300000100000
ESTADOS UNIDOS;JAMES JOYCE;E1300000100000
ESTADOS UNIDOS;JAMES MORRISON & NELLY FURTADO - BROKEN STRINGS;E1402570100000
ESTADOS UNIDOS;JAMES MORRISON - PLEASE DON'T STOP THE RAIN;E1402569900000
ESTADOS UNIDOS;JAMES MORRISON - YOU GIVE ME SOMETHING;E1402570000000
ESTADOS UNIDOS;JAMES MORRISON - YOU MAKE IT REAL;E1500000400000
ESTADOS UNIDOS;JAMES PATTERSON'S SUZANNE'S DIARY FOR NICHOLAS;E1300000100000
ESTADOS UNIDOS;JAMES PATTERSON'S SUZANNE'S DIARY NICHOLAS;E1300000100000
ESTADOS UNIDOS;JAMES TAYLOR - A MUSICARES PERSON OF THE YEAR TRIBUTE;E1300000100000
ESTADOS UNIDOS;JAMES TAYLOR - AUSTIN CITY LIMITS;E1700550000000
ESTADOS UNIDOS;JAMES TAYLOR - PULL OVER;E1300000100000
ESTADOS UNIDOS;JAMES TAYLOR - SQUIBNOCKET;E1300000100000
ESTADOS UNIDOS;JAMES TAYLOR AND CAROLE KING: TROUBADOUR REUNION SHOW;E1900027300000
ESTADOS UNIDOS;JAMIE ANDERSON'S UNCONDITIONAL;E2000179100000
ESTADOS UNIDOS;JAMIE AT HOME - SEASON 2;E1300000100000
ESTADOS UNIDOS;JAMIE AT HOME: CHRISTMAS SPECIAL;E1300000100000
ESTADOS UNIDOS;JAMIE CULLUM - ALL AT SEA;E1402567500000
ESTADOS UNIDOS;JAMIE CULLUM - DON'T STOP THE MUSIC;E1402567600000
ESTADOS UNIDOS;JAMIE CULLUM - EVERLASTING LOVE;E1402567700000
ESTADOS UNIDOS;JAMIE CULLUM - EVERYTHING YOU DIDN'T DO;E1402567800000
ESTADOS UNIDOS;JAMIE CULLUM - MIND TRICK;E1402567900000
ESTADOS UNIDOS;JAMIE FOXX FEAT. CHRIS BROWN - YOU CHANGED ME;E1500564400000
ESTADOS UNIDOS;JAMIE NICHOLS – FORGED IN STEEL;E1600123900000
ESTADOS UNIDOS;JAMIE'S SCHOOL DINNERS;E1300000100000
ESTADOS UNIDOS;JAMIROQUAI - HIGH TIMES SINGLES 1992-2006;E1300000100000
ESTADOS UNIDOS;JAMIROQUAI - LIVE AT MONTREUX;E1300000100000
ESTADOS UNIDOS;JAMIROQUAI - VIRTUAL INSANITY;E1600024700000
ESTADOS UNIDOS;JAMMIE CULLUM - HANG YOUR LIGHTS;E2100024800000
ESTADOS UNIDOS;JAN DVORAK'S WRESTLING TEAM;E1300000100000
ESTADOS UNIDOS;JAN DVORAK´S AND HIS FRIENDS;E1300000100000
ESTADOS UNIDOS;JANE AUSTEN BOOK CLUB;E1300000100000
ESTADOS UNIDOS;JANE AUSTEN'S MAFIA!;E1300000100000
ESTADOS UNIDOS;JANE DOE;E1300000100000
ESTADOS UNIDOS;JANE DOE 1: VANISHING ACT;E1300000100000
ESTADOS UNIDOS;JANE DOE 2: NOW YOU SEE, NOW YOU DON'T;E1300000100000
ESTADOS UNIDOS;JANE DOE 3: THE WRONG FACE;E1300000100000
ESTADOS UNIDOS;JANE DOE 4: 'TIL DEATH DO US PART;E1300000100000
ESTADOS UNIDOS;JANE DOE 5: THE HARDER THEY FALL;E1300000100000
ESTADOS UNIDOS;JANE DOE 6: YES, I REMEMBER IT WELL;E1300000100000
ESTADOS UNIDOS;JANE DOE 7: HOW TO FIRE YOUR BOSS;E1300000100000
ESTADOS UNIDOS;JANE DOE 8: TIES THAT BIND;E1300000100000
ESTADOS UNIDOS;JANE DOE 9: EYE OF THE BEHOLDER;E1300000100000
ESTADOS UNIDOS;JANE EYRE;E1300000100000
ESTADOS UNIDOS;JANE EYRE;E1402604200000
ESTADOS UNIDOS;JANE GOT A GUN;E1600253400000
ESTADOS UNIDOS;JANE STREET;E1300000100000
ESTADOS UNIDOS;JANE THE VIRGIN;E1600285600000
ESTADOS UNIDOS;JANE WANTS A BOYFRIEND;E1600701400000
ESTADOS UNIDOS;JANE'S ADDICTION - LIVE IN NYC;E1300000100000
ESTADOS UNIDOS;JANELLE MONAE - PYNK;E1800240200000
ESTADOS UNIDOS;JANELLE MONAE ¿ DANCE APOCALYPTIC;E1300000100000
ESTADOS UNIDOS;JANELLE MONAÉ - FEAT. ERYKAH BADU - Q.U.E.E.N;E1300000100000
ESTADOS UNIDOS;JANELLE MONÁE - MAKE ME FEEL;E1800155800000
ESTADOS UNIDOS;JANELLE MONÁE - TURNTABLES;E2000446900000
ESTADOS UNIDOS;JANELLE MONÁE FEAT. JIDENNA - YOGA;E1500414100000
ESTADOS UNIDOS;JANELLE MONÁE ¿ FEAT. ERYKAH BADU ¿ Q.U.E.E.N;E1300000100000
ESTADOS UNIDOS;JANELLE MONÁE ¿ PRIMETIME;E1300000100000
ESTADOS UNIDOS;JANES ADDICTION;E1300000100000
ESTADOS UNIDOS;JANET JACKSON - AGAIN;E1500000500000
ESTADOS UNIDOS;JANET JACKSON - ALL FOR YOU;E1500000600000
ESTADOS UNIDOS;JANET JACKSON - DOESN'T REALLY MATTER;E1500000700000
ESTADOS UNIDOS;JANET JACKSON - EVERYTIME;E1500000800000
ESTADOS UNIDOS;JANET JACKSON - FEEDBACK;E1500000900000
ESTADOS UNIDOS;JANET JACKSON - FROM JANET TO DAMITA JO - THE VIDEOS;E1300000100000
ESTADOS UNIDOS;JANET JACKSON - GOT IT TILL IT'S GONE;E1500001000000
ESTADOS UNIDOS;JANET JACKSON - I GET LONELY;E1500001100000
ESTADOS UNIDOS;JANET JACKSON - IF;E1500001200000
ESTADOS UNIDOS;JANET JACKSON - MAKE ME;E1500001300000
ESTADOS UNIDOS;JANET JACKSON - ROCK WITH U;E1500001400000
ESTADOS UNIDOS;JANET JACKSON - RUNAWAY;E1500001500000
ESTADOS UNIDOS;JANET JACKSON - SO EXCITED;E1500001600000
ESTADOS UNIDOS;JANET JACKSON - SOMEONE TO CALL MY LOVER;E1500001700000
ESTADOS UNIDOS;JANET JACKSON - SON OF GUN;E1500001800000
ESTADOS UNIDOS;JANET JACKSON - THAT'S THE WAY LOVE GOES;E1500001900000
ESTADOS UNIDOS;JANET JACKSON - TOGETHER AGAIN;E1500002000000
ESTADOS UNIDOS;JANET JACKSON - TWENTY FOREPLAY;E1500002100000
ESTADOS UNIDOS;JANET JACKSON FEAT. J COLE - NO SLEEP;E1500665500000
ESTADOS UNIDOS;JANET JACKSON FEAT. NELLY - CALL ON ME;E1500002200000
ESTADOS UNIDOS;JANET JACKSON- DAMMN BABY;E1600313900000
ESTADOS UNIDOS;JANE’S ADDICTION;E1800404500000
ESTADOS UNIDOS;JANIE JONES;E1300000100000
ESTADOS UNIDOS;JANIS JOPLIN - TELL MAMMA;E1402318200000
ESTADOS UNIDOS;JANIS LITTLE GIRL BLUE;E1600226000000
ESTADOS UNIDOS;JANUARY MAN;E1300000100000
ESTADOS UNIDOS;JANUARY MAN, THE;E1300000100000
ESTADOS UNIDOS;JAPA - OSAKA;E2100510900000
ESTADOS UNIDOS;JAPA - YE;E2200281200000
ESTADOS UNIDOS;JAPANDROIDS - LIVE AT PIANO;E1300000100000
ESTADOS UNIDOS;JARHEAD;E1300000100000
ESTADOS UNIDOS;JARHEAD;E1500196400000
ESTADOS UNIDOS;JARHEAD 2: FIELD OF FIRE;E1500119600000
ESTADOS UNIDOS;JARHEAD 3: THE SIEGE;E1500806600000
ESTADOS UNIDOS;JARHEAD: LAW OF RETURN;E2000245800000
ESTADOS UNIDOS;JASMINE THOMPSON - OLD FRIENDS;E1700384400000
ESTADOS UNIDOS;JASMINE'S ENCHANTED TALES: JASMINES WISH;E1300000100000
ESTADOS UNIDOS;JASMINE'S ENCHANTED TALES: JOURNEY OF A PRINCESS;E1300000100000
ESTADOS UNIDOS;JASMINE'S ENCHANTED TALES: THE GREATEST TREASURE;E1300000100000
ESTADOS UNIDOS;JASON & THE ARGONAUTS;E1300000100000
ESTADOS UNIDOS;JASON ALDEALE - GONNA KNOW WE WERE HERE;E1500904900000
ESTADOS UNIDOS;JASON ALDEAN - LIGHTS COME ON;E1600455500000
ESTADOS UNIDOS;JASON ALDEAN - TONIGHT LOOKS GOOD ON YOU;E1500632100000
ESTADOS UNIDOS;JASON AND THE ARGONAUTS;E1300000100000
ESTADOS UNIDOS;JASON AND THE ARGONAUTS (AKA: JASON AND THE GOLDEN FLEECE);E1300000100000
ESTADOS UNIDOS;JASON BOURNE;E1600497300000
ESTADOS UNIDOS;JASON DERULO & DAVID GUETTA FEAT. NICKI MINAJ & WILLY WILLIAM - GOODBYE;E1800588600000
ESTADOS UNIDOS;JASON DERULO - ACAPULCO;E2100418200000
ESTADOS UNIDOS;JASON DERULO - BREATHING;E1300000100000
ESTADOS UNIDOS;JASON DERULO - CHEYENNE;E1500602900000
ESTADOS UNIDOS;JASON DERULO - COLORS;E1800240300000
ESTADOS UNIDOS;JASON DERULO - DON'T WANNA GO HOME;E1300000100000
ESTADOS UNIDOS;JASON DERULO - GET UGLY;E1600238900000
ESTADOS UNIDOS;JASON DERULO - IF IT AIN’T LOVE;E1600415800000
ESTADOS UNIDOS;JASON DERULO - IF I’M LUCKY;E1700521700000
ESTADOS UNIDOS;JASON DERULO - IT GIRL;E1300000100000
ESTADOS UNIDOS;JASON DERULO - KISS THE SKY;E1700095100000
ESTADOS UNIDOS;JASON DERULO - NAKED;E1600238700000
ESTADOS UNIDOS;JASON DERULO - TAKE YOU DANCING;E2000390700000
ESTADOS UNIDOS;JASON DERULO - TAKE YOU DANCING (DANCE VIDEO);E2000390800000
ESTADOS UNIDOS;JASON DERULO - TALK DIRTY;E1300000100000
ESTADOS UNIDOS;JASON DERULO - TALK DIRTY (FEAT. 2 CHAINZ);E1402327100000
ESTADOS UNIDOS;JASON DERULO - THE OTHER SIDE;E1300000100000
ESTADOS UNIDOS;JASON DERULO - TIP TOE;E1800020900000
ESTADOS UNIDOS;JASON DERULO - WANT TO WANT ME;E1500329100000
ESTADOS UNIDOS;JASON DERULO - WATCHA SAY;E1300000100000
ESTADOS UNIDOS;JASON DERULO - WHAT IF;E1300000100000
ESTADOS UNIDOS;JASON DERULO - WIGGLE;E1300000100000
ESTADOS UNIDOS;JASON DERULO FEAT. FARRUKO - MAMACITA;E1900474600000
ESTADOS UNIDOS;JASON DERULO FEAT. NICKI MINAJ & TY DOLLA $IGN - SWALLA;E1700207300000
ESTADOS UNIDOS;JASON DERULO FEAT. SNOOP DOGG ¿ WIGGLE;E1300000100000
ESTADOS UNIDOS;JASON DERULO ¿ MARRY ME;E1300000100000
ESTADOS UNIDOS;JASON DERULO ¿ THE OTHER SIDE;E1300000100000
ESTADOS UNIDOS;JASON GOES TO HELL - THE FINAL FRIDAY;E1300000100000
ESTADOS UNIDOS;JASON GOES TO HELL: THE FINAL FRIDAY;E1300000100000
ESTADOS UNIDOS;JASON LIVES: FRIDAY THE 13TH PART VI;E1300000100000
ESTADOS UNIDOS;JASON LIVES: FRIDAY THE 13TH PART VI;E1700421100000
ESTADOS UNIDOS;JASON MRAZ  - LUCKY (FEAT. COLBIE CAILLAT);E1402494200000
ESTADOS UNIDOS;JASON MRAZ - 93 MILLION MILES;E1300000100000
ESTADOS UNIDOS;JASON MRAZ - BE WHERE YOUR FEET ARE;E2200030800000
ESTADOS UNIDOS;JASON MRAZ - I WON'T GIVE UP (LYRIC VIDEO);E1500343300000
ESTADOS UNIDOS;JASON MRAZ - I WON¿T GIVE UP;E1300000100000
ESTADOS UNIDOS;JASON MRAZ - I'M YOURS;E1402493700000
ESTADOS UNIDOS;JASON MRAZ - LIVE @ MRAZ ORGANICS' AVOCADO RANCH;E1500099200000
ESTADOS UNIDOS;JASON MRAZ - LONG DRIVE;E1500233500000
ESTADOS UNIDOS;JASON MRAZ - LOOK FOR THE GOOD;E2000216400000
ESTADOS UNIDOS;JASON MRAZ - LOVWE SOMEONE;E1402493800000
ESTADOS UNIDOS;JASON MRAZ - MAKE IT MINE;E1402493900000
ESTADOS UNIDOS;JASON MRAZ - THE WOMAN I LOVE;E1300000100000
ESTADOS UNIDOS;JASON MRAZ FEAT. COLBIE CAILLAT - LUCKY;E2400472200000
ESTADOS UNIDOS;JASON MRAZ FEAT. TIFFANY HADDISH - YOU DO YOU;E2000269800000
ESTADOS UNIDOS;JASON MRAZ ¿ 93 MILLION MILES;E1300000100000
ESTADOS UNIDOS;JASON MRAZ'S BEAUTIFUL MESS-LIVE ON EARTH;E1300000100000
ESTADOS UNIDOS;JASON PARK: FOREVER MY HOME;E1600274500000
ESTADOS UNIDOS;JASON X;E1300000100000
ESTADOS UNIDOS;JASON X;E1402358400000
ESTADOS UNIDOS;JASPER TEXAS;E1300000100000
ESTADOS UNIDOS;JAWBREAKER;E1300000100000
ESTADOS UNIDOS;JAWS;E1300000100000
ESTADOS UNIDOS;JAWS;E1402577300000
ESTADOS UNIDOS;JAWS 2;E1300000100000
ESTADOS UNIDOS;JAWS 2;E1900113600000
ESTADOS UNIDOS;JAWS 3;E1300000100000
ESTADOS UNIDOS;JAWS 3-D;E1300000100000
ESTADOS UNIDOS;JAWS 3-D;E1900113800000
ESTADOS UNIDOS;JAWS 4;E1300000100000
ESTADOS UNIDOS;JAWS OF MISSISSIPI;E1300000100000
ESTADOS UNIDOS;JAWS: THE REVENGE;E1300000100000
ESTADOS UNIDOS;JAWS: THE REVENGE;E1900113700000
ESTADOS UNIDOS;JAWS: THE REVENGE (AKA JAWS 4);E1300000100000
ESTADOS UNIDOS;JAX JONES & BEBE REXHA - HARDER;E1900471900000
ESTADOS UNIDOS;JAX JONES & TOVE LO - JACQUES;E1900558000000
ESTADOS UNIDOS;JAX JONES FEAT. CALUM SCOTT - WHISTLE;E2300227400000
ESTADOS UNIDOS;JAY & SILENT BOB STRIKE  BACK;E1300000100000
ESTADOS UNIDOS;JAY & SILENT BOB STRIKE BACK;E1300000100000
ESTADOS UNIDOS;JAY & SILENT BOB STRIKES BACK;E1300000100000
ESTADOS UNIDOS;JAY AND SILENT BOB REBOOT;E2000148400000
ESTADOS UNIDOS;JAY AND SILENT BOB STRIKE BACK;E1300000100000
ESTADOS UNIDOS;JAY KELLY;E2500330600000
ESTADOS UNIDOS;JAY ROCK, KENDRICK LAMAR, FUTURE & JAMES BLAKE - KING’S DEAD;E1800100700000
ESTADOS UNIDOS;JAY Z & KANYE WEST - NO CHURCH IN THE WILD;E1300000100000
ESTADOS UNIDOS;JAY Z - FADE TO BLACK;E1300000100000
ESTADOS UNIDOS;JAY Z - HOLY GRAIL;E1300000100000
ESTADOS UNIDOS;JAY-Z & KANYE WEST - NI**AS IN PARIS;E1402572500000
ESTADOS UNIDOS;JAY-Z & KANYE WEST - OTIS;E1402572600000
ESTADOS UNIDOS;JAY-Z & KANYE WEST FEAT. FRANK OCEAN & THE-DREAM - NO CHURCH IN THE WILD;E1402572700000
ESTADOS UNIDOS;JAY-Z & PHARRELL WILLIANS - CHANGE CLOTHES;E1500003200000
ESTADOS UNIDOS;JAY-Z - BLUE MAGIC;E1500002300000
ESTADOS UNIDOS;JAY-Z - D.O.A;E1500002400000
ESTADOS UNIDOS;JAY-Z - HARD KNOCK LIFE;E1500002500000
ESTADOS UNIDOS;JAY-Z - I KNOW;E1500002600000
ESTADOS UNIDOS;JAY-Z - I'LL DO ANYTHING;E1500002700000
ESTADOS UNIDOS;JAY-Z - LOST ONE;E1500002800000
ESTADOS UNIDOS;JAY-Z - ROC BOYS;E1500003000000
ESTADOS UNIDOS;JAY-Z - SHOW ME WHAT YOU GOT;E1500003100000
ESTADOS UNIDOS;JAY-Z E LINKIN PARK - ULTIMATE MASH - UPS PRESENT;E1300000100000
ESTADOS UNIDOS;JAY-Z FEAT. ALICIA KEYS - EMPAIRE STATE OF MIND;E1500003300000
ESTADOS UNIDOS;JAY-Z FEAT. BEYONCÉ - BONNIE & CLYDE;E1500003400000
ESTADOS UNIDOS;JAY-Z FEAT. DAMIAN MARLEY - BAM;E1700520800000
ESTADOS UNIDOS;JAY-Z FEAT. JUSTIN TIMBERLAKE ¿ HOLY GRAIL;E1300000100000
ESTADOS UNIDOS;JAY-Z FEAT. KANYE WEST & RIHANNA - RUN THIS TOWN;E1402572800000
ESTADOS UNIDOS;JAY-Z FEAT. LINKIN PARK - JIGGA WHAT/FAINT;E1500003500000
ESTADOS UNIDOS;JAY-Z LIVE AT HAMMERSTEIN BALLROOM NIC;E1300000100000
ESTADOS UNIDOS;JAZMIN'S TOUCH #4 A 8;E1300000100000
ESTADOS UNIDOS;JAZMIN'S TOUCH EP. 13;E1300000100000
ESTADOS UNIDOS;JAZON MRAZ - LOVE SOMEONE;E1300000100000
ESTADOS UNIDOS;JAZZ;E1300000100000
ESTADOS UNIDOS;JAZZ;E1700259800000
ESTADOS UNIDOS;JAZZ & THE PHILHARMONIC;E1800129100000
