TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""OLHOS CLAROS""";B1101499200000;22/09/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;4,3;;2011;;INDEFINIDO;NÃO;LIBERTÀ FILMES LTDA (BAIXADA);09.109.643/0001-42;SP;SAO PAULO
"""REGGAE A PAIXÃO""";B1101500500000;22/09/2011;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,6;;2011;;INDEFINIDO;NÃO;LIBERTÀ FILMES LTDA (BAIXADA);09.109.643/0001-42;SP;SAO PAULO
"""SHOW POCKET GARAGE DEZOITO""";B1101499800000;22/09/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;22,8;;2011;;INDEFINIDO;NÃO;LIBERTÀ FILMES LTDA (BAIXADA);09.109.643/0001-42;SP;SAO PAULO
"""SIMPLES ASSIM""";B1101521500000;11/11/2011;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,9;;2010;;INDEFINIDO;NÃO;LIBERTÀ FILMES LTDA (BAIXADA);09.109.643/0001-42;SP;SAO PAULO
"""VAI CHORAR COMO EU""";B1101460000000;15/07/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;2,6;;2011;;INDEFINIDO;NÃO;LIBERTÀ FILMES LTDA (BAIXADA);09.109.643/0001-42;SP;SAO PAULO
"""VOCÊ NÃO SABE O QUE É O AMOR""";B1101500600000;22/09/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3,2;;2010;;INDEFINIDO;NÃO;LIBERTÀ FILMES LTDA (BAIXADA);09.109.643/0001-42;SP;SAO PAULO
#FASHION;B1101526500000;23/11/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;1,3;;2010;;INDEFINIDO;NÃO;NKLS PRODUCOES LTDA;12.521.386/0001-66;SP;SAO PAULO
#PRASEMPREFENOMENO;B1101522900000;17/11/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;45;;2011;;INDEFINIDO;NÃO;9INE SPORTS & ENTERTAINMENT PUBLICIDADE LTDA;12.461.185/0001-10;SP;SAO PAULO
(DES)(NU)(DAR);B1101437000000;03/06/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3,1;;2010;;INDEFINIDO;NÃO;BARBARA MOL GONCALVES;PESSOA FÍSICA;MG;OURO PRETO
(IN)FINITO PARTICULAR;B1101441900000;17/06/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3;;2011;;INDEFINIDO;NÃO;NEI FRANCISCO DE SOUZA JUNIOR;PESSOA FÍSICA;MG;CONTAGEM
(NUBLADO);B1101396100000;07/04/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;6,2;;2008;;INDEFINIDO;NÃO;UNIVERSIDADE DE SÃO PAULO;63.025.530/0001-04;SP;SAO PAULO
06 TIROS, 60ML;B1101439200000;13/06/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;16;;2005;;INDEFINIDO;NÃO;F. F. FRAIHA PRODUÇÕES - ME - BAIXADO;07.362.735/0001-04;SP;SAO PAULO
10 ILHAS E UM MUNDO;B1101353300000;19/01/2011;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;45;;2009;;INDEFINIDO;NÃO;TAC - FILMES LTDA - EPP;07.560.127/0001-04;SC;ITAJAI
100 ANOS DE NOEL ROSA;B1101504200000;27/09/2011;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;83,5;;2010;;INDEFINIDO;NÃO;ART PRIME MARKETING CULTURAL LTDA.;04.596.835/0001-07;RJ;RIO DE JANEIRO
1500;B1101373500000;03/03/2011;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8,4;;2000;;INDEFINIDO;NÃO;NÚCLEO DE CINEMA DE ANIMAÇÃO DE CAMPINAS;51.884.153/0001-80;SP;CAMPINAS
1718;B1101514000000;25/10/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5;;2009;;INDEFINIDO;NÃO;FILMES DE ABRIL PRODUÇÕES AUDIOVISUAIS LTDA.;07.372.049/0001-14;SP;SAO PAULO
1972;B1101513900000;25/10/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8,6;;2009;;INDEFINIDO;NÃO;FILMES DE ABRIL PRODUÇÕES AUDIOVISUAIS LTDA.;07.372.049/0001-14;SP;SAO PAULO
1:21;B1101426900000;19/05/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10,8;;2010;;INDEFINIDO;NÃO;ADRIANA CAMARA;PESSOA FÍSICA;SP;SAO PAULO
2 E MEIO;B1101419400000;09/05/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;18;;2010;;INDEFINIDO;NÃO;ALEXANDRE DE JESUS SERAFINI;PESSOA FÍSICA;ES;VITORIA
2009;B1101513800000;25/10/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8,3;;2009;;INDEFINIDO;NÃO;FILMES DE ABRIL PRODUÇÕES AUDIOVISUAIS LTDA.;07.372.049/0001-14;SP;SAO PAULO
23.11.1967: DOCUMENTOS DO CASO CLODIMAR PEDROSA LÔ;B1101390900000;31/03/2011;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;82,7;;2011;;INDEFINIDO;NÃO;E. J. DE OLIVEIRA PRODUÇÕES CINEMATOGRÁFICAS;11.113.394/0001-00;SP;SAO PAULO
27 CENAS SOBRE JORGEN LETH;B1101362500000;08/02/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;73;;2009;;INDEFINIDO;NÃO;LABAKINO SERVIÇOS AUXILIARES LTDA ME;04.099.004/0001-20;SP;SAO PAULO
3 X 4;B1101450600000;05/07/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,7;;2010;;INDEFINIDO;NÃO;CAUE FERNANDES NUNES;PESSOA FÍSICA;SP;CAMPINAS
30.000 TORCEDORES X 1.000 POLICIAIS;B1101393200000;01/04/2011;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;29,4;;2011;;INDEFINIDO;NÃO;MEDIALAND PRODUÇÃO E COMUNICAÇÃO LTDA;08.346.159/0001-74;SP;SAO PAULO
4 X TIMÃO - A CONQUISTA DO TETRA;B1101416000000;04/05/2011;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;90;;2011;;INDEFINIDO;NÃO;CANAL AZUL CONSULTORIA AUDIOVISUAL LTDA;04.350.398/0001-47;SP;SAO PAULO
40 MINUTOS PARA GLÓRIA;B1101372700000;02/03/2011;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5;;2009;;INDEFINIDO;NÃO;NATIVA FILMES LTDA;27.650.159/0001-08;RJ;RIO DE JANEIRO
43-44;B1101361300000;03/02/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,6;;2010;;INDEFINIDO;NÃO;SHIRLEY FRAGUAS MESQUITA;PESSOA FÍSICA;MG;BELO HORIZONTE
440 HZ;B1101411100000;28/04/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;15;;2010;;INDEFINIDO;NÃO;DIREITO DE EXPRESSÃO IMAGENS E EDITORIAL LTDA - ME;09.042.580/0001-54;SP;PACAEMBU
49 DIAS;B1101482000000;15/08/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14;;2011;;INDEFINIDO;NÃO;TATIANA FUJIMORI;PESSOA FÍSICA;SP;SAO BERNARDO DO CAMPO
5 A SECO - AO VIVO NO AUDITÓRIO IBIRAPUERA;B1101526300000;23/11/2011;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;77,8;;2011;;INDEFINIDO;NÃO;EUFORIA PAULISTANA PRODUÇÕES ARTÍSTICAS LTDA;12.342.930/0001-02;SP;SAO PAULO
5 METROS;B1101466400000;22/07/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;6,6;;2011;;INDEFINIDO;NÃO;FILMATORIUM PRODUÇÕES CINEMATOGRAFICAS E PUBLICITARIAS LTDA;12.626.572/0001-60;SP;SAO PAULO
5 MINUTOS;B1101449300000;01/07/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;6,2;;2011;;INDEFINIDO;NÃO;FILMATORIUM PRODUÇÕES CINEMATOGRAFICAS E PUBLICITARIAS LTDA;12.626.572/0001-60;SP;SAO PAULO
506-327 SCI-FI;B1101474200000;03/08/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,6;;2008;;INDEFINIDO;NÃO;TETSUO TAKITA;PESSOA FÍSICA;SC;ITAJAI
507,00 POR HORA;B1101421800000;11/05/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;4,2;;2001;;INDEFINIDO;NÃO;ASSOCIAÇÃO CULTURAL KINOFORUM;00.571.159/0001-66;SP;SAO PAULO
7 PLANOS  EM BURKINA;B1101492800000;01/09/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;7;;2009;;INDEFINIDO;NÃO;BUDA FILMES PRODUCOES CINEMATOGRAFICAS LTDA;11.332.925/0001-56;SP;SAO PAULO
7 VEZES CHICA;B1101432600000;27/05/2011;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,5;;2008;;INDEFINIDO;NÃO;ESTÚDIO F7 DE CRIAÇÃO LTDA.;03.061.609/0001-69;MG;UBERLANDIA
8 MIL;B1101369500000;25/02/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;5,7;;2010;;INDEFINIDO;NÃO;ASSOCIAÇÃO CULTURAL KINOFORUM;00.571.159/0001-66;SP;SAO PAULO
A ALEGRIA;B1101441600000;17/06/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;98;;2009;;INDEFINIDO;NÃO;DM FILMES E PRODUÇÕES ARTÍSTICAS LTDA;01.125.538/0001-95;RJ;RIO DE JANEIRO
A ANTROPÓLOGA;B1101377300000;15/03/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;90;;2011;;SALAS DE EXIBIÇÃO;NÃO;MUNDO IMAGINÁRIO PRODUÇÕES CINEMATOGRÁFICAS LTDA.;05.695.782/0001-44;SC;FLORIANOPOLIS
A ARTE DA ANIMAÇÃO;B1101486000000;18/08/2011;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;72,4;;2011;;INDEFINIDO;NÃO;TECNOKENA AUDIOVISUAL E MULTIMIDIA EIRELI;02.585.713/0001-90;PR;CURITIBA
A ARTE DO INSULTO;B1101367400000;21/02/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;52,7;;2011;;INDEFINIDO;NÃO;HOMEM AMARELO PRODUCOES ARTISTICAS, CULTURAIS, CINEMATOGRAFICAS E EDITORIAIS LTDA;12.131.701/0001-49;SP;SAO PAULO
A BEIRA DO MAR ABERTO;B1101363700000;08/02/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8;;1989;;INDEFINIDO;NÃO;ROBERTO JABOR CANIZIO;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A BELA E OS PÁSSAROS;B1101363900000;09/02/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;8;;2001;;INDEFINIDO;NÃO;BAMBU PRODUTORA E DISTRIBUIDORA DE FILMES LTDA ME;01.731.912/0001-04;SP;SAO PAULO
A BOCA DO MUNDO - EXU NO CANDOMBLÉ;B1101347300000;07/01/2011;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26;;2010;;INDEFINIDO;NÃO;OKA COMUNICAÇÕES LTDA;03.117.764/0001-50;SP;SAO PAULO
A BOLA É DE TODO MUNDO;B1101395100000;06/04/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;5,5;;2010;;INDEFINIDO;NÃO;JEAN DANIEL FERREIRA GRIMARD GAUTHEREAU;PESSOA FÍSICA;SP;SAO PAULO
A BRUXINHA LILI E A BALEIA BELENA;B1101502200000;22/09/2011;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,6;;2010;;INDEFINIDO;NÃO;ORIGEM COMUNICAÇÃO LTDA.;00.830.735/0001-42;BA;LAURO DE FREITAS
A CAIXA DE HOFMANN;B1101405700000;19/04/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,2;;2010;;INDEFINIDO;NÃO;FABRICIO MIGUEL ABRAMOV;PESSOA FÍSICA;RJ;NITEROI
A CAIXA D¿ÁGUA DO SERTÃO;B1101528500000;29/11/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;32;;2011;;INDEFINIDO;NÃO;FRANCISCO DE ASSIS PIRES DOS SANTOS;PESSOA FÍSICA;PB;COREMAS
A CARNE É FRACA;B1101380600000;21/03/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;54;;2004;;INDEFINIDO;NÃO;INSTITUTO NINA ROSA - PROJETOS POR AMOR À VIDA;04.085.217/0001-00;SP;SAO PAULO
A CARTA;B1101371100000;28/02/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8;;2009;;INDEFINIDO;NÃO;AVIVA - SERVICOS DE PRODUCAO CINEMATOGRAFICA E VIDEOFONOGRAFICA LTDA;11.373.064/0001-54;PA;BELEM
A CASA DE SANDRO;B1101379600000;18/03/2011;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;75;;2009;;INDEFINIDO;NÃO;L L MECCHI PRODUCOES LTDA;07.907.404/0001-02;SP;SAO PAULO
A CHAMADA;B1101495300000;08/09/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,1;;2004;;INDEFINIDO;NÃO;MARX VAMERLATI SANTOS;PESSOA FÍSICA;SC;ARARANGUA
A CIDADE AO CUBO (CONGONHAS);B1101454200000;07/07/2011;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26;;2011;;INDEFINIDO;NÃO;SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;49.269.244/0001-63;SP;SAO PAULO
A CIDADE É UMA SÓ?;B1101477600000;09/08/2011;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;52;;2011;;INDEFINIDO;NÃO;400 FILMES - SERVIÇOS DE PRODUÇÃO LTDA ME;09.065.789/0001-33;DF;BRASILIA
A CIDADE ÍMÃ;B1101422000000;11/05/2011;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;89,6;;2011;;INDEFINIDO;NÃO;DARON CINE VIDEO EIRELI;31.150.030/0001-08;RJ;RIO DE JANEIRO
A CONQUISTA DO ESPAÇO;B1101538500000;29/12/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2010;;INDEFINIDO;NÃO;PLATÔ DE PRODUÇÃO CINEMATOGRÁFICA EIRELI;07.618.949/0001-07;RS;PORTO ALEGRE
A CONTENDA - IRA CONTRA O AMOR NA TERRA DE JOÃO BEBE ÁGUA;B1101363500000;08/02/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25;;1999;;INDEFINIDO;NÃO;ROBERTO JABOR CANIZIO;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A CURA;B1101396000000;07/04/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;270;;2010;;INDEFINIDO;NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
A CÉU ABERTO;B1101477500000;09/08/2011;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;7,4;;2008;;INDEFINIDO;NÃO;SOFÁ VERDE FILMES LTDA;12.837.401/0001-80;RS;PORTO ALEGRE
A DAMA DO PEIXOTO;B1101462600000;20/07/2011;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;11,0;;2011;;INDEFINIDO;NÃO;3 MOINHOS PRODUCOES ARTISTICAS LTDA;10.615.584/0001-63;RJ;RIO DE JANEIRO
A DESINIBIDA DO GRAJAÚ;B1101407500000;20/04/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;40,1;;1994;;INDEFINIDO;NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
A E I O URCA;B1101508100000;07/10/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;500;;1990;;INDEFINIDO;NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
A FACE OCULTA DAS DROGAS;B1101443100000;21/06/2011;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;90;;2011;;INDEFINIDO;NÃO;ESTRELA DO ORIENTE FILMES LTDA.;10.721.802/0001-44;RJ;RIO DE JANEIRO
A FALTA QUE NOS MOVE;B1101396800000;08/04/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;99;;2009;;INDEFINIDO;NÃO;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;29.269.719/0001-04;RJ;RIO DE JANEIRO
A FARSA DA BOA PREGUIÇA;B1101407300000;20/04/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;56,9;;1995;;INDEFINIDO;NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
A FELICIDADE DOS PEIXES;B1101462100000;20/07/2011;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24,8;;2011;;INDEFINIDO;NÃO;PIGMENTO CINEMATOGRAFICO LTDA;10.679.333/0001-42;PB;JOAO PESSOA
A FESTA DE ISAAC;B1101529600000;02/12/2011;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,9;;2011;;INDEFINIDO;NÃO;IANAH MAIA DE MELLO;PESSOA FÍSICA;PE;RECIFE
A FOLHA DA SAMAUMA;B1101487600000;22/08/2011;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8,8;;2010;;INDEFINIDO;NÃO;T.A.O. PRODUÇÕES ARTISTICAS LTDA. -ME;05.462.807/0001-60;SP;CAMPINAS
