TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
#NOFILTER;B1500565300000;15/07/2015;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;77;;2014;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;Z5 ENTRETENIMENTO LTDA (BAIXADO);11.774.679/0001-92;SP;SAO PAULO
#PARTIUSHOPPING - 1ª TEMPORADA;B1500408700000;22/05/2015;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;1364;30;2015;2015;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);00.811.990/0001-48;RJ;RIO DE JANEIRO
#SAL;B1500133900000;11/02/2015;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA DE DURAÇÃO INDETERMINADA;123,3;11;2014;2014;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;AIA - PRODUTORA DE VÍDEOS E FILMES LTDA;06.889.292/0001-41;SP;SAO PAULO
#SENSACIONAL;B1500793600000;19/10/2015;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8;;2015;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;N&C PRODUÇÕES E EVENTOS S.S. LTDA.;15.617.237/0001-93;SP;SAO PAULO
#VEMPRARUA;B1500093900000;23/01/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,7;;2013;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;MULTIPHOCUS & CASANOVA ARTE & COMUNICACAO LTDA;14.892.714/0001-66;RJ;RIO DE JANEIRO
(IN)JUSTIÇA;B1500224100000;17/03/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,0;;2014;;NENHUMA DAS OPÇÕES;NÃO;3FG.TV PRODUÇÕES LTDA - ME;15.031.868/0001-26;SP;SAO PAULO
1 METRO E 65;B1500554900000;10/07/2015;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,7;;2015;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;VENART EVENTOS E PRODUÇÕES ARTÍSTICAS LTDA - BAIXADA;05.451.864/0001-43;RJ;RIO DE JANEIRO
1 REMO UMA BUSCA;B1500793800000;19/10/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;240;8;2015;2015;SALAS DE EXIBIÇÃO;NÃO;ANDRE TORELLY MARTINS;PESSOA FÍSICA;RS;PORTO ALEGRE
10 DIAS DE ORAÇÃO;B1500130300000;10/02/2015;DEFERIDO;RELIGIOSA;;COMUM;NÃO SERIADA;0,5;;2015;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;REDE NOVO TEMPO DE COMUNICACAO;01.385.423/0001-30;SP;JACAREI
10 MINUTOS LONGE DE VOCÊ;B1500641500000;21/08/2015;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,9;;2015;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBO COMUNICAÇÃO E PARTICIPAÇÕES S/A;27.865.757/0056-78;RJ;RIO DE JANEIRO
100% 13;B1500865300000;22/11/2015;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,9;;2015;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;BRUNO DE ALMEIDA GRAZIANO;15.471.856/0001-12;SP;SAO PAULO
12 MULHERES;B1500688100000;10/09/2015;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;360;12;2009;2009;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;AMORA PRODUÇÕES ARTÍSTICAS EIRELI;11.273.762/0001-88;SP;SAO PAULO
120 MILHAS;B1500229700000;18/03/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;53;;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);00.811.990/0001-48;RJ;RIO DE JANEIRO
13 UM DIA QUE MUDOU O MUNDO;B1500805600000;27/10/2015;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;90;;2015;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;SINFRONIO CRIAÇÕES E PRODUÇÕES LTDA;07.554.736/0001-50;CE;FORTALEZA
14 DE JANEIRO - TERRA, SAMBA E SANTO;B1500519900000;02/07/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;97;;2011;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;PC DA R FREIRE PRODUÇÕES CINEMATOGRÁFICAS;13.993.337/0001-99;AM;MANAUS
150 ANOS DA IGREJA ADVENTISTA DO SÉTIMO DIA;B1500567200000;15/07/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;58;;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;REDE NOVO TEMPO DE COMUNICACAO;01.385.423/0001-30;SP;JACAREI
1967 - O ANO DO DESASTRE;B1500135500000;12/02/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;72;;2014;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ENCRUZILHADA FILMES LTDA;04.610.548/0001-04;SP;SAO PAULO
19º ENCONTRO DOS TAMBORES;B1500368200000;08/05/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;7,3;;2015;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GRAPHITE COMUNICAÇÃO LTDA ME;34.873.679/0001-45;AP;MACAPA
26º PRÊMIO DA MÚSICA BRASILEIRA - HOMENAGEM A MARIA BETHÂNIA;B1500712000000;18/09/2015;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;106;;2015;;VIDEO DOMÉSTICO;NÃO;GIONVA PRODUÇÃO E EVENTOS - EIRELI;05.100.097/0001-28;RJ;RIO DE JANEIRO
3 CANÇÕES;B1500746000000;01/10/2015;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;135;5;2015;2015;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FABULA FILMES LTDA;14.106.796/0001-76;SP;SAO PAULO
3 OU + POR DIA;B1500710500000;18/09/2015;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;102,9;;2015;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;R2 MUSIC GRAVAÇÕES E EVENTOS LTDA.;32.044.091/0001-53;RJ;RIO DE JANEIRO
30 ANOS CRUCIFICADOS PELO SISTEMA - RATOS DE PORÃO;B1500659600000;02/09/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;54,2;;2014;;VIDEO DOMÉSTICO;NÃO;INFRAVERMELHO FILMES LTDA;10.721.680/0001-96;SP;SAO PAULO
30 ANOS PM FEMININA;B1500559200000;13/07/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8,2;;2014;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;DV3 COMUNICACOES LTDA;08.948.346/0001-28;SC;FLORIANOPOLIS
302 - 2ª TEMPORADA;B1500291600000;15/04/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;338;26;2015;2015;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CANAL BRAZIL S/A;02.608.224/0001-06;RJ;RIO DE JANEIRO
35 ANOS EM BUSCA DE LUZ;B1500170100000;26/02/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;36,3;;2014;;OUTROS MERCADOS;NÃO;CAIXOLA - PRODUTORA E DISTRIBUIDORA MULTIMÍDIA DE CONTEÚDOS AUDIOVISUAIS E MERCANTIL GRÁFICO LTDA-ME;10.426.844/0001-52;SP;SAO PAULO
360;B1500840200000;10/11/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;303;12;2015;2016;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;LEONARDO LUIS VIVAN;PESSOA FÍSICA;RS;CAXIAS DO SUL
4'11'';B1500276900000;07/04/2015;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;507;39;2014;2016;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;UIDU PRODUCOES DE EVENTOS E SERVICOS DE FOTOGRAFIA LTDA;07.507.364/0001-01;RJ;RIO DE JANEIRO
40 HORAS, 50 ANOS DEPOIS;B1500642000000;21/08/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24;;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;LTC MARTINS PRODUCOES & REPRODUCOES DE VIDEOS LTDA;10.199.232/0001-74;DF;BRASILIA
40 POSTS;B1500018600000;07/01/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;38,5;;2011;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;MARIA PATRÍCIA FRANCISCO;04.538.462/0001-18;RS;PORTO ALEGRE
43º FESTIVAL DE MÚSICA NOVA;B1500191100000;06/03/2015;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;421,8;6;2009;2009;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRACAO REGIONAL NO ESTADO DE SAO PAULO;03.667.884/0001-20;SP;SAO PAULO
5 SENTIDOS;B1500898200000;07/12/2015;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,2;;2015;;NENHUMA DAS OPÇÕES;NÃO;MUK PRODUÇÕES S/S LTDA. ME.;13.353.285/0001-96;SP;SAO PAULO
50 ANOS DE JORNALISMO;B1500389400000;14/05/2015;DEFERIDO;JORNALÍSTICA;;COMUM;NÃO SERIADA;5400;;2015;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
60 DIAS NA AMAZÔNIA;B1500035800000;12/01/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;364;14;2014;2014;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;BRTV PRODUÇÃO DE FILMES E ENTRETENIMENTO LTDA;16.551.639/0001-03;RJ;RIO DE JANEIRO
7 CUMES - ACONCÁGUA;B1500279900000;09/04/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;78;3;2015;2015;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);00.811.990/0001-48;RJ;RIO DE JANEIRO
7 CUMES - ELBRUS;B1500926700000;17/12/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;75;3;2015;2015;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);00.811.990/0001-48;RJ;RIO DE JANEIRO
7 CUMES - KILIMANJARO;B1500622600000;13/08/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;75;3;2015;2015;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);00.811.990/0001-48;RJ;RIO DE JANEIRO
888POKER SHOW;B1500497500000;26/06/2015;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;240;8;2015;2015;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;RONALDO HELMLINGER FERNANDES ME;08.109.526/0001-16;SP;SAO PAULO
9 PÉS - 2° TEMPORADA;B1500889000000;02/12/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;325;13;2015;2015;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;DEZESSEIS POR NOVE PRODUÇÕES CINEMATOGRÁFICAS LTDA;09.084.382/0001-53;RJ;RIO DE JANEIRO
A BATALHA DA MARIA ANTONIA;B1500204000000;11/03/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;72;;2014;;SALAS DE EXIBIÇÃO;NÃO;LABORATORIO CISCO EDUCACAO E IMAGEM LTDA;12.106.692/0001-36;SP;CAMPINAS
A BATALHA DAS COLHERES;B1500654800000;28/08/2015;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26,3;;2015;;SALAS DE EXIBIÇÃO;NÃO;FABIANA DE LIMA LEITE;PESSOA FÍSICA;MG;BELO HORIZONTE
A BOLA;B1500743400000;01/10/2015;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;56;;2014;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PINDORAMA FILMES LTDA;04.453.786/0001-53;RJ;RIO DE JANEIRO
A BORBOLETA SEM ASAS;B1500184800000;04/03/2015;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;45,9;;2006;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS;61.914.891/0001-86;SP;SAO PAULO
A BRUTA FLOR DO QUERER;B1500400500000;20/05/2015;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;76;;2015;;SALAS DE EXIBIÇÃO;NÃO;FILMES DA LATA PRODUÇÕES ARTÍSTICAS LTDA - ME;12.634.292/0001-01;SP;SAO PAULO
A CANTADA;B1500749700000;02/10/2015;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10,2;;2011;;OUTROS MERCADOS;NÃO;LUZ DE ARTE SERVIÇOS TECNICOS ARTISTICOS LTDA ME;35.792.449/0001-14;RJ;RIO DE JANEIRO
A CARA DA PERIFA;B1500646200000;25/08/2015;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2014;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;JEFERSON DA SILVA;PESSOA FÍSICA;SP;SAO PAULO
A CARTA;B1500094000000;23/01/2015;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,3;;2009;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;MULTIPHOCUS & CASANOVA ARTE & COMUNICACAO LTDA;14.892.714/0001-66;RJ;RIO DE JANEIRO
A CARTA DE LARISSA;B1500752300000;02/10/2015;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,0;;2015;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBO COMUNICAÇÃO E PARTICIPAÇÕES S/A;27.865.757/0056-78;RJ;RIO DE JANEIRO
A CASA DAS BRASILEIRINHAS: TEMPORADA 1;B1500592500000;31/07/2015;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;SERIADA EM TEMPORADA ÚNICA;240;4;2015;2015;OUTROS MERCADOS;NÃO;BRASILEIRINHAS DISTRIBUIDORA DE FILMES EIRELI;12.788.617/0001-00;SP;SAO PAULO
A CASA DAS BRASILEIRINHAS: TEMPORADA 2;B1500639800000;21/08/2015;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;SERIADA EM TEMPORADA ÚNICA;300;5;2015;2015;OUTROS MERCADOS;NÃO;BRASILEIRINHAS DISTRIBUIDORA DE FILMES EIRELI;12.788.617/0001-00;SP;SAO PAULO
A CASA DAS BRASILEIRINHAS: TEMPORADA 3;B1500639900000;21/08/2015;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;SERIADA EM TEMPORADA ÚNICA;240;4;2015;2015;OUTROS MERCADOS;NÃO;BRASILEIRINHAS DISTRIBUIDORA DE FILMES EIRELI;12.788.617/0001-00;SP;SAO PAULO
A CASA DAS BRASILEIRINHAS: TEMPORADA 4;B1500688700000;11/09/2015;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;SERIADA EM TEMPORADA ÚNICA;240;4;2015;2015;OUTROS MERCADOS;NÃO;BRASILEIRINHAS DISTRIBUIDORA DE FILMES EIRELI;12.788.617/0001-00;SP;SAO PAULO
A CASA DAS BRASILEIRINHAS: TEMPORADA 5;B1500847500000;13/11/2015;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;SERIADA EM TEMPORADA ÚNICA;300;5;2015;2015;OUTROS MERCADOS;NÃO;BRASILEIRINHAS DISTRIBUIDORA DE FILMES EIRELI;12.788.617/0001-00;SP;SAO PAULO
A CASA DAS BRASILEIRINHAS: TEMPORADA 6;B1500847600000;13/11/2015;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;SERIADA EM TEMPORADA ÚNICA;240;4;2015;2015;OUTROS MERCADOS;NÃO;BRASILEIRINHAS DISTRIBUIDORA DE FILMES EIRELI;12.788.617/0001-00;SP;SAO PAULO
A CASA DAS BRASILEIRINHAS: TEMPORADA 7;B1500900700000;08/12/2015;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;SERIADA EM TEMPORADA ÚNICA;240;4;2015;2015;OUTROS MERCADOS;NÃO;BRASILEIRINHAS DISTRIBUIDORA DE FILMES EIRELI;12.788.617/0001-00;SP;SAO PAULO
A CASA DAS BRASILEIRINHAS: TEMPORADA 8;B1500934700000;23/12/2015;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;SERIADA EM TEMPORADA ÚNICA;300;5;2015;2015;OUTROS MERCADOS;NÃO;BRASILEIRINHAS DISTRIBUIDORA DE FILMES EIRELI;12.788.617/0001-00;SP;SAO PAULO
A CASA SEM SEPARAÇÃO;B1500272500000;06/04/2015;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26;;2015;;SALAS DE EXIBIÇÃO;NÃO;DIADORIM FILMES LTDA-ME;17.096.738/0001-05;PR;CURITIBA
